官网顺序,目录路径,一级目录,二级目录,三级目录,页面标题,文档标题,doc_id,官方链接,接口名,接口类型,描述,更新时间,权限类型,权限原文,限量/频次原文,输入参数数量,输入参数结构,输出字段数量,输出字段摘要,证据状态
193,债券专题 / 可转债转股价变动,债券专题,,,可转债转股价变动,可转债转股价变动,246,https://tushare.pro/document/2?doc_id=246,cb_price_chg,债券专题,描述：获取可转债转股价变动,,单独开权限,权限：本接口需单独开权限（跟积分没关系），具体请参阅积分获取办法,限量：单次最大2000，总量不限制,1,ts_code*:str,7,"ts_code:str(Y), bond_short_name:str(Y), publish_date:str(Y), change_date:str(Y), convert_price_initial:float(Y), convertprice_bef:float(Y), convertprice_aft:float(Y)",官网右侧文档直接提取
194,债券专题 / 可转债转股结果,债券专题,,,可转债转股结果,可转债转股结果,247,https://tushare.pro/document/2?doc_id=247,cb_share,债券专题,描述：获取可转债转股结果,,积分可访问,权限：用户需要至少2000积分才可以调取，但有流量控制，5000积分以上频次相对较高，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大2000，总量不限制,4,"ts_code*:str, ann_date*:str, start_date:str, end_date:str",15,"ts_code:str(Y), bond_short_name:str(Y), publish_date:str(Y), end_date:str(Y), issue_size:float(Y), convert_price_initial:float(Y), convert_price:float(Y), convert_val:float(Y), convert_vol:float(Y), convert_ratio:float(Y), acc_convert_val:float(Y), acc_convert_vol:float(Y), acc_convert_ratio:float(Y), remain_size:float(Y), total_shares:float(Y)",官网右侧文档直接提取
195,债券专题 / 可转债债券评级,债券专题,,,可转债债券评级,获取可转债评级历史记录,458,https://tushare.pro/document/2?doc_id=458,cb_rating,债券专题,描述：获取可转债评级历史记录,,积分可访问,积分：需要2000积分可以调取，具体请参阅积分获取办法,限量：单次最大3000条，可根据代码或日期循环提取,1,ts_code*:str,8,"ts_code:str(Y), ann_date:str(Y), rating_date:str(Y), rating_com_name:str(Y), rating_way:str(Y), rating_type:str(Y), rating:str(Y), rating_outlook:str(Y)",官网右侧文档直接提取
196,债券专题 / 债券回购日行情,债券专题,,,债券回购日行情,债券回购日行情,256,https://tushare.pro/document/2?doc_id=256,repo_daily,债券专题,描述：债券回购日行情,,积分可访问,权限：用户需要累积2000积分才可以调取，具体请参阅积分获取办法,限量：单次最大2000条，可多次提取，总量不限制,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",12,"ts_code:str(Y), trade_date:str(Y), repo_maturity:str(Y), pre_close:float(Y), open:float(Y), high:float(Y), low:float(Y), close:float(Y), weight:float(Y), weight_r:float(Y), amount:float(Y), num:int(Y)",官网右侧文档直接提取
197,债券专题 / 柜台流通式债券报价,债券专题,,,柜台流通式债券报价,柜台流通式债券报价,322,https://tushare.pro/document/2?doc_id=322,bc_otcqt,债券专题,描述：柜台流通式债券报价,,积分可访问,积分：用户需要至少500积分可以试用调取，2000积分以上频次相对较高，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大2000条，可多次提取，总量不限制,5,"trade_date:str, start_date:str, end_date:str, ts_code:str, bank:str",13,"trade_date:str(N), qt_time:str(N), bank:str(N), ts_code:str(N), name:str(N), maturity:str(N), remain_maturity:str(N), bond_type:str(N), coupon_rate:float(N), buy_price:float(N), sell_price:float(N), buy_yield:float(N), sell_yield:float(N)",官网右侧文档直接提取
198,债券专题 / 柜台流通式债券最优报价,债券专题,,,柜台流通式债券最优报价,柜台流通式债券最优报价,323,https://tushare.pro/document/2?doc_id=323,bc_bestotcqt,债券专题,描述：柜台流通式债券最优报价,,积分可访问,积分：用户需要至少500积分可以试用调取，2000积分以上频次相对较高，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大2000，可多次提取，总量不限制,4,"trade_date:str, start_date:str, end_date:str, ts_code:str",11,"trade_date:str(N), ts_code:str(N), name:str(N), remain_maturity:str(N), bond_type:str(N), best_buy_bank:str(N), best_buy_yield:float(N), best_buy_price:float(N), best_sell_bank:str(N), best_sell_yield:float(N), best_sell_price:float(N)",官网右侧文档直接提取
199,债券专题 / 大宗交易,债券专题,,,大宗交易,债券大宗交易,271,https://tushare.pro/document/2?doc_id=271,bond_blk,债券专题,描述：获取沪深交易所债券大宗交易数据,,积分可访问,权限：用户满5000积分有数据权限，单次最大1000条，可根据日期循环提取，总量不限制,,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",6,"trade_date:str(Y), ts_code:str(Y), name:str(Y), price:float(Y), vol:float(Y), amount:float(Y)",官网右侧文档直接提取
200,债券专题 / 大宗交易明细,债券专题,,,大宗交易明细,大宗交易明细,272,https://tushare.pro/document/2?doc_id=272,bond_blk_detail,债券专题,描述：获取沪深交易所债券大宗交易数据,,积分可访问,权限：用户满5000积分有数据权限，单次最大1000条，可根据日期循环提取，总量不限制,,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",8,"trade_date:str(Y), ts_code:str(Y), name:str(Y), price:float(Y), vol:float(Y), amount:float(Y), buy_dp:str(Y), sell_dp:str(Y)",官网右侧文档直接提取
201,债券专题 / 国债收益率曲线,债券专题,,,国债收益率曲线,国债收益率曲线,201,https://tushare.pro/document/2?doc_id=201,yc_cb,债券专题,描述：获取中债收益率曲线，目前可获取中债国债收益率曲线即期和到期收益率曲线数据,,单独开权限,权限：属于单独的权限接口，请在群里联系群主或管理员,限量：单次最大2000，总量不限制，可循环提取,6,"ts_code:str, curve_type:str, trade_date:str, start_date:str, end_date:str, curve_term:float",6,"trade_date:str(Y), ts_code:str(Y), curve_name:str(Y), curve_type:str(Y), curve_term:float(Y), yield:float(Y)",官网右侧文档直接提取；官网右侧文档写明：属于单独的权限接口
202,债券专题 / 全球财经事件,债券专题,,,全球财经事件,财经日历,233,https://tushare.pro/document/2?doc_id=233,eco_cal,债券专题,描述：获取全球财经日历、包括经济事件数据更新,,积分可访问,积分：2000积分可调取,限量：单次最大获取100行数据,6,"date:str, start_date:str, end_date:str, currency:str, country:str, event:str",8,"date:str(Y), time:str(Y), currency:str(Y), country:str(Y), event:str(Y), value:str(Y), pre_value:str(Y), fore_value:str(Y)",官网右侧文档直接提取
204,外汇数据 / 外汇基础信息（海外）,外汇数据,,,外汇基础信息（海外）,外汇基础信息（海外）,178,https://tushare.pro/document/2?doc_id=178,fx_obasic,外汇数据,描述：获取海外外汇基础信息，目前只有FXCM交易商的数据,,积分可访问,积分：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,数量：单次可提取全部数据,11,"exchange:str, classify:str, ts_code:str, 序号:分类代码, 1:FX, 2:INDEX, 3:COMMODITY, 4:METAL, 5:BUND, 6:CRYPTO, 7:FX_BASKET",12,"ts_code:str(Y), name:str(Y), classify:str(Y), exchange:str(Y), min_unit:float(Y), max_unit:float(Y), pip:float(Y), pip_cost:float(Y), traget_spread:float(Y), min_stop_distance:float(Y), trading_hours:str(Y), break_time:str(Y)",官网右侧文档直接提取
205,外汇数据 / 外汇日线行情,外汇数据,,,外汇日线行情,外汇日线行情,179,https://tushare.pro/document/2?doc_id=179,fx_daily,外汇数据,描述：获取外汇日线行情,,积分可访问,积分：用户需要至少2000积分才可以调取，但有流量控制，5000积分以上频次相对较高，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大提取1000行记录，可多次提取，总量不限制,5,"ts_code:str, trade_date:str, start_date:str, end_date:str, exchange:str",12,"ts_code:str(Y), trade_date:str(Y), bid_open:float(Y), bid_close:float(Y), bid_high:float(Y), bid_low:float(Y), ask_open:float(Y), ask_close:float(Y), ask_high:float(Y), ask_low:float(Y), tick_qty:int(Y), exchange:str(N)",官网右侧文档直接提取
207,港股数据 / 港股基础信息,港股数据,,,港股基础信息,港股列表,191,https://tushare.pro/document/2?doc_id=191,hk_basic,港股数据,描述：获取港股列表信息,,积分可访问,积分：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,数量：单次可提取全部在交易的港股列表数据,2,"ts_code:str, list_status:str",12,"ts_code:str(Y), name:str(Y), fullname:str(Y), enname:str(Y), cn_spell:str(Y), market:str(Y), list_status:str(Y), list_date:str(Y), delist_date:str(Y), trade_unit:float(Y), isin:str(Y), curr_type:str(Y)",官网右侧文档直接提取
208,港股数据 / 港股交易日历,港股数据,,,港股交易日历,港股交易日历,250,https://tushare.pro/document/2?doc_id=250,hk_tradecal,港股数据,描述：获取交易日历,,积分可访问,权限：用户积累2000积分才可调取,限量：单次最大2000,3,"start_date:str, end_date:str, is_open:str",3,"cal_date:str(Y), is_open:int(Y), pretrade_date:str(Y)",官网右侧文档直接提取
209,港股数据 / 港股日线行情,港股数据,,,港股日线行情,港股行情,192,https://tushare.pro/document/2?doc_id=192,hk_daily,港股数据,描述：获取港股每日增量和历史行情，每日18点左右更新当日数据,,单独开权限,积分：本接口单独开权限，具体请参阅权限说明,限量：单次最大提取5000行记录，可多次提取，总量不限制,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",11,"ts_code:str(Y), trade_date:str(Y), open:float(Y), high:float(Y), low:float(Y), close:float(Y), pre_close:float(Y), change:float(Y), pct_chg:float(Y), vol:float(Y), amount:float(Y)",官网右侧文档直接提取
210,港股数据 / 港股复权行情,港股数据,,,港股复权行情,港股复权行情,339,https://tushare.pro/document/2?doc_id=339,hk_daily_adj,港股数据,描述：获取港股复权行情，提供股票股本、市值和成交及换手多个数据指标,,单独开权限,,限量：单次最大可以提取6000条数据，可循环获取全部，支持分页提取,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",18,"ts_code:str(Y), trade_date:str(Y), close:float(Y), open:float(Y), high:float(Y), low:float(Y), pre_close:float(Y), change:float(Y), pct_change:float(Y), vol:None(Y), amount:float(Y), vwap:float(Y), adj_factor:float(Y), turnover_ratio:float(Y), free_share:None(Y), total_share:None(Y), free_mv:float(Y), total_mv:float(Y)",官网右侧文档直接提取
211,港股数据 / 港股复权因子,港股数据,,,港股复权因子,港股复权因子,401,https://tushare.pro/document/2?doc_id=401,hk_adjfactor,港股数据,描述：获取港股每日复权因子数据，每天滚动刷新,,单独开权限,权限：本接口是在开通港股日线权限后自动获取权限，权限请参考权限说明文档,限量：单次最大6000行数据，可以根据日期循环,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",4,"ts_code:str(Y), trade_date:str(Y), cum_adjfactor:float(Y), close_price:float(Y)",官网右侧文档直接提取
212,港股数据 / 港股分钟行情,港股数据,,,港股分钟行情,港股分钟行情,304,https://tushare.pro/document/2?doc_id=304,hk_mins,港股数据,描述：港股分钟数据，支持1min/5min/15min/30min/60min行情，提供Python SDK和 http Restful API两种方式,,单独开权限,权限：120积分可以调取2次接口查看数据，正式权限请参阅 权限说明 。,限量：单次最大8000行数据，可以通过股票代码和日期循环获取,10,"ts_code*:str, freq*:str, start_date:datetime, end_date:datetime, freq:说明, 1min:1分钟, 5min:5分钟, 15min:15分钟, 30min:30分钟, 60min:60分钟",8,"ts_code:str(Y), trade_time:str(Y), open:float(Y), close:float(Y), high:float(Y), low:float(Y), vol:int(Y), amount:float(Y)",官网右侧文档直接提取
213,港股数据 / 港股实时日线,港股数据,,,港股实时日线,港股实时日线,383,https://tushare.pro/document/2?doc_id=383,rt_hk_k,港股数据,描述：获取港股实时日k线行情，支持按股票代码及股票代码通配符一次性提取全部股票实时日k线行情,,单独开权限,积分：本接口是单独开权限的数据，单独申请权限请参考权限列表,限量：单次最大可提取5000条数据,1,ts_code*:str,8,"ts_code:str(Y), pre_close:float(Y), close:float(Y), high:float(Y), open:float(Y), low:float(Y), vol:float(Y), amount:float(Y)",官网右侧文档直接提取
214,港股数据 / 港股利润表,港股数据,,,港股利润表,港股利润表,389,https://tushare.pro/document/2?doc_id=389,hk_income,港股数据,描述：获取港股上市公司财务利润表数据,,单独开权限,权限：需单独开权限，具体权限信息请参考权限列表,提示：当前接口按单只股票获取其历史数据，单次请求最大返回10000行数据，可循环提取,5,"ts_code*:str, period:str, ind_name:str, start_date:str, end_date:str",5,"ts_code:str(Y), end_date:str(Y), name:str(Y), ind_name:str(Y), ind_value:float(Y)",官网右侧文档直接提取
215,港股数据 / 港股资产负债表,港股数据,,,港股资产负债表,港股资产负债表,390,https://tushare.pro/document/2?doc_id=390,hk_balancesheet,港股数据,描述：获取港股上市公司资产负债表,,单独开权限,权限：需单独开权限，具体权限信息请参考权限列表,提示：当前接口按单只股票获取其历史数据，单次请求最大返回10000行数据，可循环提取,5,"ts_code*:str, period:str, ind_name:str, start_date:str, end_date:str",5,"ts_code:str(Y), name:str(Y), end_date:str(Y), ind_name:str(Y), ind_value:float(Y)",官网右侧文档直接提取
216,港股数据 / 港股现金流量表,港股数据,,,港股现金流量表,港股现金流量表,391,https://tushare.pro/document/2?doc_id=391,hk_cashflow,港股数据,描述：获取港股上市公司现金流量表数据,,单独开权限,权限：需单独开权限，具体权限信息请参考权限列表,提示：当前接口按单只股票获取其历史数据，单次请求最大返回10000行数据，可循环提取,5,"ts_code*:str, period:str, ind_name:str, start_date:str, end_date:str",5,"ts_code:str(Y), end_date:str(Y), name:str(Y), ind_name:str(Y), ind_value:float(Y)",官网右侧文档直接提取
217,港股数据 / 港股财务指标数据,港股数据,,,港股财务指标数据,港股财务指标数据,388,https://tushare.pro/document/2?doc_id=388,hk_fina_indicator,港股数据,描述：获取港股上市公司财务指标数据，为避免服务器压力，现阶段每次请求最多返回200条记录，可通过设置日期多次请求获取更多数据。,,单独开权限,权限：需单独开权限，具体权限信息请参考权限列表,提示：当前接口按单只股票获取其历史数据，单次请求最大返回10000行数据，可循环提取,5,"ts_code*:str, period:str, report_type:str, start_date:str, end_date:str",87,"ts_code:str(Y), name:str(Y), end_date:str(Y), ind_type:str(Y), report_type:str(Y), std_report_date:str(Y), per_netcash_operate:float(Y), per_oi:float(Y), bps:float(Y), basic_eps:float(Y), diluted_eps:float(Y), operate_income:float(Y), operate_income_yoy:float(Y), gross_profit:float(Y), gross_profit_yoy:float(Y), holder_profit:float(Y), holder_profit_yoy:float(Y), gross_profit_ratio:float(Y), eps_ttm:float(Y), operate_income_qoq:float(Y), net_profit_ratio:float(Y), roe_avg:float(Y), gross_profit_qoq:float(Y), roa:float(Y), holder_profit_qoq:float(Y), roe_yearly:float(Y), roic_yearly:float(Y), total_assets:float(Y), total_liabilities:float(Y), tax_ebt:float(Y), ocf_sales:float(Y), total_parent_equity:float(Y), debt_asset_ratio:float(Y), operate_profit:float(Y), pretax_profit:float(Y), netcash_operate:float(Y), netcash_invest:float(Y), netcash_finance:float(Y), end_cash:float(Y), divi_ratio:float(Y), dividend_rate:float(Y), current_ratio:float(Y), common_acs:float(Y), currentdebt_debt:float(Y), issued_common_shares:float(Y), hk_common_shares:float(Y), per_shares:float(Y), total_market_cap:float(Y), hksk_market_cap:float(Y), pe_ttm:float(Y), pb_ttm:float(Y), report_date_sq:str(Y), report_type_sq:str(Y), operate_income_sq:float(Y), dps_hkd:float(Y), operate_income_qoq_sq:float(Y), net_profit_ratio_sq:float(Y), holder_profit_sq:float(Y), holder_profit_qoq_sq:float(Y), roe_avg_sq:float(Y) ... +27",官网右侧文档直接提取
219,美股数据 / 美股基础信息,美股数据,,,美股基础信息,美股列表,252,https://tushare.pro/document/2?doc_id=252,us_basic,美股数据,描述：获取美股列表信息,,积分可访问,积分：120积分可以试用，5000积分有正式权限,限量：单次最大6000，可分页提取,4,"ts_code:str, classify:str, offset:str, limit:str",6,"ts_code:str(Y), name:str(Y), enname:str(N), classify:str(Y), list_date:str(Y), delist_date:str(Y)",官网右侧文档直接提取
220,美股数据 / 美股交易日历,美股数据,,,美股交易日历,美股交易日历,253,https://tushare.pro/document/2?doc_id=253,us_tradecal,美股数据,描述：获取美股交易日历信息,,积分可访问,,限量：单次最大6000，可根据日期阶段获取,3,"start_date:str, end_date:str, is_open:str",3,"cal_date:str(Y), is_open:int(Y), pretrade_date:str(Y)",官网右侧文档直接提取；官网右侧文档未明示权限；按美股交易日历/基础数据同类接口判定为积分接口
221,美股数据 / 美股日线行情,美股数据,,,美股日线行情,美股行情,254,https://tushare.pro/document/2?doc_id=254,us_daily,美股数据,描述：获取美股行情（未复权），包括全部股票全历史行情，以及重要的市场和估值指标,,单独开权限,,限量：单次最大6000行数据，可根据日期参数循环提取，开通正式权限后也可支持分页提取全部历史,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",16,"ts_code:str(Y), trade_date:str(Y), close:float(Y), open:float(Y), high:float(Y), low:float(Y), pre_close:float(Y), change:float(N), pct_change:float(Y), vol:float(Y), amount:float(Y), vwap:float(Y), turnover_ratio:float(N), total_mv:float(N), pe:float(N), pb:float(N)",官网右侧文档直接提取
222,美股数据 / 美股复权行情,美股数据,,,美股复权行情,美股复权行情,338,https://tushare.pro/document/2?doc_id=338,us_daily_adj,美股数据,描述：获取美股复权行情，支持美股全市场股票，提供股本、市值、复权因子和成交信息等多个数据指标,,单独开权限,,限量：单次最大可以提取8000条数据，可循环获取全部，支持分页提取,7,"ts_code:str, trade_date:str, start_date:str, end_date:str, exchange:str, offset:int, limit:int",19,"ts_code:str(Y), trade_date:str(Y), close:float(Y), open:float(Y), high:float(Y), low:float(Y), pre_close:float(Y), change:float(Y), pct_change:float(Y), vol:int(Y), amount:float(Y), vwap:float(Y), adj_factor:float(Y), turnover_ratio:float(Y), free_share:int(Y), total_share:int(Y), free_mv:float(Y), total_mv:float(Y), exchange:str(Y)",官网右侧文档直接提取
223,美股数据 / 美股复权因子,美股数据,,,美股复权因子,美股复权因子,402,https://tushare.pro/document/2?doc_id=402,us_adjfactor,美股数据,描述：获取美股每日复权因子数据，在每天美股收盘后滚动刷新,,单独开权限,权限：本接口是在开通美股日线权限后自动获取权限，权限请参考权限说明文档,限量：单次最大15000行数据，可以根据日期循环,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",5,"ts_code:str(Y), trade_date:str(Y), exchange:str(Y), cum_adjfactor:float(Y), close_price:float(Y)",官网右侧文档直接提取
224,美股数据 / 美股利润表,美股数据,,,美股利润表,美股利润表,394,https://tushare.pro/document/2?doc_id=394,us_income,美股数据,描述：获取美股上市公司财务利润表数据（目前只覆盖主要美股和中概股）,,单独开权限,权限：需单独开权限，具体权限信息请参考权限列表,提示：当前接口按单只股票获取其历史数据，单次请求最大返回10000行数据，可循环提取,6,"ts_code*:str, period:str, ind_name:str, report_type:str, start_date:str, end_date:str",7,"ts_code:str(Y), end_date:str(Y), ind_type:str(Y), name:str(Y), ind_name:str(Y), ind_value:float(Y), report_type:str(Y)",官网右侧文档直接提取
225,美股数据 / 美股资产负债表,美股数据,,,美股资产负债表,美股资产负债表,395,https://tushare.pro/document/2?doc_id=395,us_balancesheet,美股数据,描述：获取美股上市公司资产负债表（目前只覆盖主要美股和中概股）,,单独开权限,权限：需单独开权限，具体权限信息请参考权限列表,提示：当前接口按单只股票获取其历史数据，单次请求最大返回10000行数据，可循环提取,6,"ts_code*:str, period:str, ind_name:str, report_type:str, start_date:str, end_date:str",7,"ts_code:str(Y), end_date:str(Y), ind_type:str(Y), name:str(Y), ind_name:str(Y), ind_value:float(Y), report_type:str(Y)",官网右侧文档直接提取
226,美股数据 / 美股现金流量表,美股数据,,,美股现金流量表,美股现金流量表,396,https://tushare.pro/document/2?doc_id=396,us_cashflow,美股数据,描述：获取美股上市公司现金流量表数据（目前只覆盖主要美股和中概股）,,单独开权限,权限：需单独开权限，具体权限信息请参考权限列表,提示：当前接口按单只股票获取其历史数据，单次请求最大返回10000行数据，可循环提取,6,"ts_code*:str, period:str, ind_name:str, report_type:str, start_date:str, end_date:str",7,"ts_code:str(Y), end_date:str(Y), ind_type:str(Y), name:str(Y), ind_name:str(Y), ind_value:float(Y), report_type:str(Y)",官网右侧文档直接提取
227,美股数据 / 美股财务指标数据,美股数据,,,美股财务指标数据,美股财务指标数据,393,https://tushare.pro/document/2?doc_id=393,us_fina_indicator,美股数据,描述：获取美股上市公司财务指标数据，目前只覆盖主要美股和中概股。为避免服务器压力，现阶段每次请求最多返回200条记录，可通过设置日期多次请求获取更多数据。,,单独开权限,权限：需单独开权限，具体权限信息请参考权限列表,提示：当前接口按单只股票获取其历史数据，单次请求最大返回10000行数据，可循环提取,5,"ts_code*:str, period:str, report_type:str, start_date:str, end_date:str",69,"ts_code:str(Y), end_date:str(Y), ind_type:str(Y), security_name_abbr:str(Y), accounting_standards:str(Y), notice_date:str(Y), start_date:str(Y), std_report_date:str(Y), financial_date:str(Y), currency:str(Y), date_type:str(Y), report_type:str(Y), operate_income:float(Y), operate_income_yoy:float(Y), gross_profit:float(Y), gross_profit_yoy:float(Y), parent_holder_netprofit:float(Y), parent_holder_netprofit_yoy:float(Y), basic_eps:float(Y), diluted_eps:float(Y), gross_profit_ratio:float(Y), net_profit_ratio:float(Y), accounts_rece_tr:float(Y), inventory_tr:float(Y), total_assets_tr:float(Y), accounts_rece_tdays:float(Y), inventory_tdays:float(Y), total_assets_tdays:float(Y), roe_avg:float(Y), roa:float(Y), current_ratio:float(Y), speed_ratio:float(Y), ocf_liqdebt:float(Y), debt_asset_ratio:float(Y), equity_ratio:float(Y), basic_eps_yoy:float(Y), gross_profit_ratio_yoy:float(Y), net_profit_ratio_yoy:float(Y), roe_avg_yoy:float(Y), roa_yoy:float(Y), debt_asset_ratio_yoy:float(Y), current_ratio_yoy:float(Y), speed_ratio_yoy:float(Y), currency_abbr:str(Y), total_income:float(Y), total_income_yoy:float(Y), premium_income:float(Y), premium_income_yoy:float(Y), basic_eps_cs:float(Y), basic_eps_cs_yoy:float(Y), diluted_eps_cs:float(Y), payout_ratio:float(Y), capitial_ratio:float(Y), roe:float(Y), roe_yoy:float(Y), debt_ratio:float(Y), debt_ratio_yoy:float(Y), net_interest_income:float(Y), net_interest_income_yoy:float(Y), diluted_eps_cs_yoy:float(Y) ... +9",官网右侧文档直接提取
230,宏观经济 / 国内宏观 / 中国经济数据发布日程,宏观经济,国内宏观,,中国经济数据发布日程,中国经济数据发布日程,461,https://tushare.pro/document/2?doc_id=461,cn_schedule,宏观经济 / 国内宏观,描述：获取国家统计局、中国人民银行等经济数据发布日程及对应tushare接口，持续更新中,,积分可访问,积分：需要2000积分可以调取，具体请参阅积分获取办法,限量：单次最大3000条，可根据代码或日期循环提取,2,"m:str, title:str",5,"month:str(Y), publish_date:str(Y), title:str(Y), issuing_org:str(Y), data_api:str(Y)",官网右侧文档直接提取
232,宏观经济 / 国内宏观 / 利率数据 / Shibor利率,宏观经济,国内宏观,利率数据,Shibor利率,Shibor利率数据,149,https://tushare.pro/document/2?doc_id=149,shibor,宏观经济 / 国内宏观 / 利率数据,描述：shibor利率,,积分可访问,积分：用户积累120积分可以调取，具体请参阅积分获取办法,限量：单次最大2000，总量不限制，可通过设置开始和结束日期分段获取,3,"date:str, start_date:str, end_date:str",9,"date:str(Y), on:float(Y), 1w:float(Y), 2w:float(Y), 1m:float(Y), 3m:float(Y), 6m:float(Y), 9m:float(Y), 1y:float(Y)",官网右侧文档直接提取
233,宏观经济 / 国内宏观 / 利率数据 / Shibor报价数据,宏观经济,国内宏观,利率数据,Shibor报价数据,Shibor报价数据,150,https://tushare.pro/document/2?doc_id=150,shibor_quote,宏观经济 / 国内宏观 / 利率数据,描述：Shibor报价数据,,积分可访问,积分：用户积累120积分可以调取，具体请参阅积分获取办法,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取,4,"date:str, start_date:str, end_date:str, bank:str",18,"date:str(Y), bank:str(Y), on_b:float(Y), on_a:float(Y), 1w_b:float(Y), 1w_a:float(Y), 2w_b:float(Y), 2w_a:float(Y), 1m_b:float(Y), 1m_a:float(Y), 3m_b:float(Y), 3m_a:float(Y), 6m_b:float(Y), 6m_a:float(Y), 9m_b:float(Y), 9m_a:float(Y), 1y_b:float(Y), 1y_a:float(Y)",官网右侧文档直接提取
234,宏观经济 / 国内宏观 / 利率数据 / LPR贷款基础利率,宏观经济,国内宏观,利率数据,LPR贷款基础利率,LPR贷款基础利率,151,https://tushare.pro/document/2?doc_id=151,shibor_lpr,宏观经济 / 国内宏观 / 利率数据,描述：LPR贷款基础利率,,积分可访问,积分：用户积累120积分可以调取，具体请参阅积分获取办法,限量：单次最大4000(相当于单次可提取18年历史)，总量不限制，可通过设置开始和结束日期分段获取,3,"date:str, start_date:str, end_date:str",3,"date:str(Y), 1y:float(Y), 5y:float(Y)",官网右侧文档直接提取
235,宏观经济 / 国内宏观 / 利率数据 / Libor利率,宏观经济,国内宏观,利率数据,Libor利率,Libor拆借利率,152,https://tushare.pro/document/2?doc_id=152,libor,宏观经济 / 国内宏观 / 利率数据,描述：Libor拆借利率,,积分可访问,积分：用户积累120积分可以调取，具体请参阅积分获取办法,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取,4,"date:str, start_date:str, end_date:str, curr_type:str",9,"date:str(Y), curr_type:str(Y), on:float(Y), 1w:float(Y), 1m:float(Y), 2m:float(Y), 3m:float(Y), 6m:float(Y), 12m:float(Y)",官网右侧文档直接提取
236,宏观经济 / 国内宏观 / 利率数据 / Hibor利率,宏观经济,国内宏观,利率数据,Hibor利率,Hibor利率,153,https://tushare.pro/document/2?doc_id=153,hibor,宏观经济 / 国内宏观 / 利率数据,描述：Hibor利率,,积分可访问,积分：用户积累120积分可以调取，具体请参阅积分获取办法,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取,3,"date:str, start_date:str, end_date:str",9,"date:str(Y), on:float(Y), 1w:float(Y), 2w:float(Y), 1m:float(Y), 2m:float(Y), 3m:float(Y), 6m:float(Y), 12m:float(Y)",官网右侧文档直接提取
237,宏观经济 / 国内宏观 / 利率数据 / 温州民间借贷利率,宏观经济,国内宏观,利率数据,温州民间借贷利率,温州民间借贷利率,173,https://tushare.pro/document/2?doc_id=173,wz_index,宏观经济 / 国内宏观 / 利率数据,描述：温州民间借贷利率，即温州指数,,积分可访问,积分：用户需要积攒2000积分可调取，具体请参阅积分获取办法,限量：不限量，一次可取全部指标全部历史数据,3,"date:str, start_date:str, end_date:str",13,"date:str(Y), comp_rate:float(Y), center_rate:float(Y), micro_rate:float(Y), cm_rate:float(Y), sdb_rate:float(Y), om_rate:float(Y), aa_rate:float(Y), m1_rate:float(Y), m3_rate:float(Y), m6_rate:float(Y), m12_rate:float(Y), long_rate:float(Y)",官网右侧文档直接提取
238,宏观经济 / 国内宏观 / 利率数据 / 广州民间借贷利率,宏观经济,国内宏观,利率数据,广州民间借贷利率,广州民间借贷利率,174,https://tushare.pro/document/2?doc_id=174,gz_index,宏观经济 / 国内宏观 / 利率数据,描述：广州民间借贷利率,,积分可访问,积分：用户需要积攒2000积分可调取，具体请参阅积分获取办法,限量：不限量，一次可取全部指标全部历史数据,3,"date:str, start_date:str, end_date:str",7,"date:str(Y), d10_rate:float(Y), m1_rate:float(Y), m3_rate:float(Y), m6_rate:float(Y), m12_rate:float(Y), long_rate:float(Y)",官网右侧文档直接提取
240,宏观经济 / 国内宏观 / 国民经济 / 国内生产总值（GDP）,宏观经济,国内宏观,国民经济,国内生产总值（GDP）,GDP数据,227,https://tushare.pro/document/2?doc_id=227,cn_gdp,宏观经济 / 国内宏观 / 国民经济,描述：获取国民经济之GDP数据,,积分可访问,权限：用户积累600积分可以使用，具体请参阅积分获取办法,限量：单次最大10000，一次可以提取全部数据,4,"q:str, start_q:str, end_q:str, fields:str",9,"quarter:str(Y), gdp:float(Y), gdp_yoy:float(Y), pi:float(Y), pi_yoy:float(Y), si:float(Y), si_yoy:float(Y), ti:float(Y), ti_yoy:float(Y)",官网右侧文档直接提取
